Zeit;Acc_X;Acc_Y;Acc_Z
2019-02-28 01:49:50.893386;-0.0014810138382017612;0.0016995479818433523;0.9925772547721863
2019-02-28 01:49:51.206697;-0.0009873425588011742;0.0014567554462701082;0.9916024804115295
2019-02-28 01:49:51.520235;-0.0009873425588011742;0.0009711703169159591;0.9928209781646729
2019-02-28 01:49:51.839328;-0.0014810138382017612;0.00048558515845797956;0.9898965954780579
2019-02-28 01:49:52.332521;-0.0017278495943173766;0.0019423406338319182;0.9925772547721863
2019-02-28 01:49:52.647345;-0.0014810138382017612;0.0016995479818433523;0.991358757019043
2019-02-28 01:49:52.960534;-0.0009873425588011742;0.0016995479818433523;0.9906277060508728
2019-02-28 01:49:53.273512;-0.0012341781985014677;0.0014567554462701082;0.9920898675918579
2019-02-28 01:49:53.759002;-0.0019746851176023483;0.0012139629106968641;0.990384042263031
2019-02-28 01:49:54.072437;-0.0009873425588011742;0.0009711703169159591;0.991358757019043
2019-02-28 01:49:54.443666;-0.0009873425588011742;0.0019423406338319182;0.9923335909843445
2019-02-28 01:49:54.762558;-0.00024683563970029354;0.0014567554462701082;0.9877033233642578
2019-02-28 01:49:55.304938;-0.0014810138382017612;0.0014567554462701082;0.9920898675918579
2019-02-28 01:49:55.623591;-0.0017278495943173766;0.0009711703169159591;0.9911150336265564
2019-02-28 01:49:55.942260;-0.0019746851176023483;0.0014567554462701082;0.991358757019043
2019-02-28 01:49:56.260993;-0.0012341781985014677;0.0012139629106968641;0.9918461441993713
2019-02-28 01:49:56.774335;-0.0007405069191008806;0.0019423406338319182;0.988434374332428
2019-02-28 01:49:57.093049;-0.0012341781985014677;0.0019423406338319182;0.987459659576416
2019-02-28 01:49:57.411790;-0.0012341781985014677;0.0012139629106968641;0.9928209781646729
2019-02-28 01:49:57.726940;-0.002715192036703229;0.0012139629106968641;0.9918461441993713
2019-02-28 01:49:58.253023;-0.0009873425588011742;0.0014567554462701082;0.9896529316902161
2019-02-28 01:49:58.571668;-0.0007405069191008806;0.0012139629106968641;0.9911150336265564
2019-02-28 01:49:58.890400;-0.0017278495943173766;0.0016995479818433523;0.9894092082977295
2019-02-28 01:49:59.209074;-0.0017278495943173766;0.0012139629106968641;0.988434374332428
2019-02-28 01:49:59.683265;-0.0017278495943173766;0.0012139629106968641;0.9911150336265564
2019-02-28 01:49:59.996046;-0.0019746851176023483;0.0014567554462701082;0.9911150336265564
2019-02-28 01:50:00.314760;-0.0009873425588011742;0.0014567554462701082;0.9881907105445862
2019-02-28 01:50:00.633448;-0.0009873425588011742;0.0014567554462701082;0.9889218211174011
2019-02-28 01:50:01.116216;-0.0012341781985014677;0.0012139629106968641;0.9911150336265564
2019-02-28 01:50:01.428889;-0.002221520757302642;0.0012139629106968641;0.9916024804115295
2019-02-28 01:50:01.799151;-0.0024683563970029354;0.0012139629106968641;0.9918461441993713
2019-02-28 01:50:02.118375;-0.0017278495943173766;0.0012139629106968641;0.9889218211174011
2019-02-28 01:50:02.597782;-0.0009873425588011742;0.0009711703169159591;0.9906277060508728
2019-02-28 01:50:02.910496;-0.0012341781985014677;0.0014567554462701082;0.9908714294433594
2019-02-28 01:50:03.229278;-0.0012341781985014677;0.0009711703169159591;0.9908714294433594
2019-02-28 01:50:03.548099;-0.0014810138382017612;0.0012139629106968641;0.9911150336265564
2019-02-28 01:50:04.060986;-0.0014810138382017612;0.0012139629106968641;0.9879470467567444
2019-02-28 01:50:04.381080;-0.0014810138382017612;0.0012139629106968641;0.9911150336265564
2019-02-28 01:50:04.694193;-0.0009873425588011742;0.0016995479818433523;0.9908714294433594
2019-02-28 01:50:05.006860;-0.0012341781985014677;0.0019423406338319182;0.9916024804115295
